pair_id,premise,hypothesis,reg_pred,reg_target,reg_error,clf_pred,clf_target,clf_correct,premise_len,hypothesis_len
517,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,A pedestrian woman is building pink bicycles for boa wearing riders,3.530759811401367,2.799999952316284,0.730759859085083,0,0,True,18,11
521,"The woman wearing silver pants, pink bellbottoms and a pink scarf is happily riding a bike",A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,3.594083786010742,3.0,0.5940837860107422,0,0,True,16,18
532,There is no man wearing a black helmet and pushing a bicycle,One man is wearing a black helmet and pushing a bicycle,3.9122869968414307,3.0999999046325684,0.8122870922088623,2,2,True,12,11
534,A black helmet is being worn by a man who is pushing a bicycle,A biker is wearing gear which is black,3.941351890563965,3.5,0.44135189056396484,1,0,False,14,8
536,A man is pushing a helmet towards another one on a black bicycle,A biker is wearing gear which is black,3.1784305572509766,2.4000000953674316,0.7784304618835449,0,0,True,13,8
539,One man is wearing a black helmet and pushing a bicycle,A biker wearing black is breaking the gears,3.071424722671509,2.299999952316284,0.7714247703552246,0,0,True,11,8
549,The man in a grey t-shirt is sitting on a rock in front of the waterfall,Somebody is sitting at the waterfall and looking at a woman,2.8684396743774414,3.5,0.6315603256225586,0,0,True,16,11
569,A dog that has a brown and white coat is trotting through shallow water,A brown and white coat is floating across shallow water near a trotting dog,3.718332052230835,2.9000000953674316,0.8183319568634033,0,0,True,14,14
571,A white and brown dog is walking through the water with difficulty,There is no white and brown dog pacing with through the water difficulty,3.593172550201416,2.5999999046325684,0.9931726455688477,2,2,True,12,13
572,A white man is walking a dog through brown water with difficulty,A white and brown dog is walking through the water with difficulty,4.23292350769043,3.5999999046325684,0.6329236030578613,1,0,False,12,12
575,A white man is walking a dog through brown water with difficulty,A dog that has a brown and white coat is trotting through shallow water,3.6465606689453125,2.299999952316284,1.3465607166290283,0,0,True,12,14
578,A white and brown dog is walking through the water with difficulty,A brown and white coat is floating across shallow water near a trotting dog,3.2067058086395264,2.5,0.7067058086395264,0,0,True,12,14
582,A group of boys are playing with a ball in front of a large door made of wood,A ball made of wood is being played through a door in front of a large group of boys ,4.150142192840576,3.5999999046325684,0.5501422882080078,0,0,True,18,19
595,"A dress, which is black, red, white and pink is being worn by a woman","A woman is taking off a cloak, which is very large, and revealing an extravagant dress",3.0674428939819336,3.5999999046325684,0.5325570106506348,0,0,True,15,16
598,"A woman is putting on a cloak, which is very large, and concealing an extravagant dress","A black, red, white and pink dress is being worn by a woman",3.841442108154297,3.200000047683716,0.641442060470581,0,0,True,16,13
602,A teenage girl is wearing beads that are red,The girl likes red and isn't wearing beads for teenagers,3.447746753692627,2.799999952316284,0.6477468013763428,0,0,True,9,10
607,A teenage girl is wearing beads that are red,"There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling",2.09917950630188,3.200000047683716,1.100820541381836,0,0,True,9,19
612,"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling",A teenage girl is wearing beads that are red,2.3069872856140137,3.0,0.6930127143859863,0,1,False,19,9
615,A boy is climbing up a wall artificially built for climbing and is attached to a rope,A climber on the wall is attached to the climbing boy with an artificially built rope,3.4887726306915283,4.199999809265137,0.7112271785736084,0,0,True,17,16
620,A boy is climbing up a wall artificially built for climbing and is attached to a rope,A fearful little boy is on the ground,2.067019462585449,2.5999999046325684,0.5329804420471191,0,0,True,17,8
623,A boy is coming down a wall artificially built for climbing and isn't attached to the rope,A fearful little boy is on a climbing wall,3.5708813667297363,3.0,0.5708813667297363,0,0,True,17,9
635,A dad is launching his daughter into a swimming pool,The man is tossing a kid into the swimming pool that is near the ocean,2.8896355628967285,4.199999809265137,1.3103642463684082,0,0,True,10,15
640,One man is descending a cliff with a rope,One man is climbing a cliff with a rope,3.9675517082214355,3.299999952316284,0.6675517559051514,0,0,True,9,9
644,"A person is climbing a rock with a rope, which is pink",A person with pink climbing gear roped the rock,3.9264090061187744,3.4000000953674316,0.5264089107513428,0,0,True,12,9
656,A young child is climbing a rock climbing wall which is indoors,A young child is under a rock climbing wall which is indoors,4.554279327392578,4.0,0.5542793273925781,1,0,False,12,12
664,A young child is climbing a rock climbing wall which is indoors,The young boy is climbing the wall made of rock,4.4645795822143555,4.199999809265137,0.26457977294921875,1,0,False,12,10
666,One man is doing a bicycle trick in midair,A man is failing to perform a bicycle trick in midair,3.883455276489258,3.5,0.3834552764892578,2,0,False,9,11
669,The air is tricking a performing cyclist,The cyclist is performing a trick in the air,3.7596993446350098,2.4000000953674316,1.3596992492675781,0,0,True,7,9
673,One man is doing a trick with a bicycle in midair,The cyclist is performing a trick in the air,3.614269256591797,4.099999904632568,0.4857306480407715,0,1,False,11,9
674,A man is failing to perform a bicycle trick in midair,The cyclist is performing a trick in the air,3.585552930831909,3.299999952316284,0.285552978515625,0,2,False,11,9
675,One man is doing a bicycle trick in midair,The cyclist is performing a trick in the air,3.6281988620758057,4.400000095367432,0.771801233291626,0,1,False,9,9
681,"Along two streets, different breeds of dogs are being looked at",Two dogs of different breeds are looking at each other across a street,3.7059974670410156,3.0999999046325684,0.6059975624084473,0,0,True,11,13
684,"A dog, which is black, and a white one are staring at each other in the street","Along two streets, different breeds of dogs are being looked at",3.478858709335327,2.9000000953674316,0.5788586139678955,0,0,True,17,11
688,"A dog, which is black, and a white one are staring at each other in the street",Two dogs of different breeds are looking at each other across a street,3.8158068656921387,4.400000095367432,0.584193229675293,0,0,True,17,13
700,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,A dog in a bucket is biting a tree which is probably a pine,2.8922932147979736,2.0999999046325684,0.7922933101654053,0,0,True,20,14
701,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is biting a bucket",3.228055715560913,2.5,0.7280557155609131,0,0,True,20,15
708,Nobody is sitting comfortably on the bench,Two large persons are sitting on a park bench and they have a bottle of soda between them,3.066396951675415,3.5999999046325684,0.5336029529571533,0,0,True,7,18
712,A man and a woman are sitting comfortably on the bench,Two large persons are sitting on a park bench and they have a bottle of soda between them,3.2674098014831543,3.9000000953674316,0.6325902938842773,0,0,True,11,18
714,A man is leading the race,A man is bringing up the rear of the race,3.6943864822387695,3.0999999046325684,0.5943865776062012,0,0,True,6,10
719,A man is leading the race,A few men in a competition are running outdoors,3.909947395324707,3.0999999046325684,0.8099474906921387,0,0,True,6,9
720,A man is leading the race,A few men in a competition are running indoors,3.6445508003234863,2.0999999046325684,1.544550895690918,0,0,True,6,9
721,A man is leading the race,A few men are running competitions outside,3.7340800762176514,3.0999999046325684,0.634080171585083,0,0,True,6,7
739,The bride is leaving the groom after the wedding,The bride and the groom are leaving after the wedding,3.807460069656372,3.200000047683716,0.6074600219726562,0,0,True,9,10
740,A married couple is walking down the aisle,A couple who have just got married are walking down the isle,3.8609650135040283,4.800000190734863,0.939035177230835,0,1,False,8,12
742,A married couple is walking down the aisle,The priest is walking down the aisle to marry a couple,3.759000301361084,2.9000000953674316,0.8590002059936523,0,0,True,8,11
743,A couple who have just got married are walking down the isle,The bride and the groom are leaving after the wedding,3.3586812019348145,4.099999904632568,0.7413187026977539,0,1,False,12,10
744,A married couple is walking up the aisle,The bride and the groom are leaving after the wedding,3.3017282485961914,3.9000000953674316,0.5982718467712402,0,0,True,8,10
750,The students are filling the classroom,A classroom is full of students,3.6896440982818604,4.300000190734863,0.6103560924530029,0,1,False,6,6
751,A classroom is full of students,A classroom is empty,3.1888818740844727,2.299999952316284,0.8888819217681885,2,2,True,6,4
753,The presentation isn't being watched by a classroom of students,The presentation is being watched by a classroom of students,3.7287328243255615,4.400000095367432,0.6712672710418701,2,2,True,10,10
758,The presentation is being watched by a classroom of students,A classroom is full of students,3.385127544403076,3.9000000953674316,0.5148725509643555,0,1,False,10,6
763,The kid is sliding in the snow,The kid is still in the snow,4.161175727844238,4.199999809265137,0.03882408142089844,1,0,False,7,7
767,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A snow slide is full of kids,3.2368175983428955,2.700000047683716,0.5368175506591797,0,0,True,23,7
771,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,The kid is sliding in the snow,3.7454073429107666,3.5999999046325684,0.14540743827819824,1,0,False,23,7
775,"A woman, who is old, is near a white dog","A woman, who is old, is far from a white dog",3.6600077152252197,3.5999999046325684,0.06000781059265137,2,0,False,10,11
778,"A woman, who is old, is near a white dog",A woman and a dog are peacefully sitting on a tree stump,2.396076202392578,3.684999942779541,1.288923740386963,0,0,True,10,12
786,The dog is snapping at some droplets of water,A snap is depicting some water falling in droplets on the dog,2.844804525375366,2.299999952316284,0.544804573059082,0,0,True,9,12
801,Two people are walking two dogs with golden coats in the snow,"Two people are in the snow not wearing clothes, which provides camouflage. ",2.906365156173706,2.0999999046325684,0.8063652515411377,0,0,True,12,12
803,"Two people are in the snow, wearing clothes that provide camouflage",Two people are in the snow holding two dogs with golden coats,3.1788015365600586,2.5999999046325684,0.5788016319274902,0,0,True,11,12
806,"A girl from Asia, in front of a brick window, doesn't look surprised","A girl from Asia, in front of a brick window, looks surprised",4.025656700134277,3.200000047683716,0.8256566524505615,2,2,True,13,12
807,A girl is looking on surprised from a front window in a house in Asia.,"A girl from Asia, in front of a brick window, looks surprised",3.683427572250366,4.599999904632568,0.9165723323822021,0,1,False,15,12
808,A girl is wearing a t-shirt and has her mouth open.,A girl has a t-shirt and is keeping her mouth open,4.007813930511475,4.599999904632568,0.5921859741210938,0,1,False,11,11
815,A girl is wearing a t-shirt and has her mouth open.,"A girl from Asia, in front of a brick window, looks surprised",2.3418543338775635,3.0,0.6581456661224365,0,0,True,11,12
817,A group of people is equipped with protective gear,A group of people is equipped with unprotective gear,3.782949924468994,3.5,0.28294992446899414,2,0,False,9,9
826,A group of people is equipped with protective gear,A person in biking gear is standing steadily in front of some mountains ,2.100850820541382,2.700000047683716,0.599149227142334,0,0,True,9,13
828,The football is between the feet of a boy who is lying on the grass,The football isn't between the feet of a boy who is lying in the grass,3.7309751510620117,3.0999999046325684,0.6309752464294434,2,2,True,15,15
829,The boy on the grass is lying and is hiding the football between his feet,The football is between the feet of a boy who is lying on the grass,3.52296781539917,4.400000095367432,0.8770322799682617,0,1,False,15,15
837,The little kid is playing football and falling into the grass,The football isn't between the feet of a boy who is lying in the grass,2.773800849914551,3.799999952316284,1.0261991024017334,0,0,True,11,15
849,A woman with a ponytail is climbing a wall of rock,"A man with climbing equipment is hanging from a rock, which is vertical and white",2.2677714824676514,3.0999999046325684,0.832228422164917,0,0,True,11,15
861,One white dog and one black one are running side by side on the grass,There is no dog joyfully running on the grass,3.3271610736846924,3.200000047683716,0.12716102600097656,2,0,False,15,9
871,A lot of people are in an ice skating park,An ice skating rink placed outdoors is empty,3.440755844116211,3.5999999046325684,0.15924406051635742,2,0,False,10,8
875,Many people are skating in an ice park,An ice skating rink placed outdoors is full of people,3.8812806606292725,4.5,0.6187193393707275,0,1,False,8,10
877,"A girl in a uniform, which is blue, is quickly raising her arm","A girl in a uniform, which is blue, is raising her arm.",4.1358561515808105,4.5,0.36414384841918945,0,1,False,13,12
885,"A girl in a uniform, which is blue, is raising her arm.",The girl is cheering the man in the blue and white uniform,2.7634706497192383,3.299999952316284,0.5365293025970459,0,0,True,12,12
897,People are on a beach full of sand by the ocean and are enjoying a sunny day,There is no one on the shore,3.1494550704956055,3.700000047683716,0.5505449771881104,0,2,False,17,7
900,A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,3.9317216873168945,4.0,0.06827831268310547,0,2,False,15,14
901,A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,4.120462417602539,3.5999999046325684,0.5204625129699707,0,0,True,17,14
907,"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,3.2856345176696777,2.5999999046325684,0.6856346130371094,0,0,True,16,14
916,A nearby throng of people are kissing two by two,Two people are kissing near a crowd,4.206964015960693,3.799999952316284,0.4069640636444092,1,0,False,10,7
919,A nearby throng of people are kissing two by two,A woman is being kissed by a man,4.048323154449463,3.1500000953674316,0.8983230590820312,0,0,True,10,8
924,The girl in the red shirt is blowing a bubble ,The girl in a dyed red shirt isn't blowing a bubble,3.742541551589966,2.4000000953674316,1.3425414562225342,2,2,True,10,11
930,"The young woman in a dyed red shirt, is blowing a bubble that is huge",The young girl is blowing a bubble that is huge,4.423885345458984,3.799999952316284,0.6238853931427002,1,1,True,15,10
942,A little boy's jumper is in a puddle in the street,A young child is wearing green boots and playing in a puddle full of mud,3.3516969680786133,2.5999999046325684,0.7516970634460449,0,0,True,11,15
951,Two young kids are eating corndogs,Two young kids are fasting,3.564573287963867,2.799999952316284,0.764573335647583,0,2,False,6,5
958,Two toddlers are eating on a really small wagon full of corndogs ,Two young kids are eating corndogs,3.916090965270996,3.0,0.9160909652709961,0,0,True,12,6
966,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a pose is being amusedly watched by another man,3.8617453575134277,3.5,0.36174535751342773,0,1,False,22,12
968,A man is posing to be watched by another man,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,2.8932058811187744,3.5,0.6067941188812256,0,0,True,10,22
969,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,A man doing a pose is being watched by another man,3.9959235191345215,3.9000000953674316,0.09592342376708984,0,1,False,24,11
971,A man doing a pose is being watched by another man,"A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.",2.4745068550109863,1.899999976158142,0.5745068788528442,0,0,True,11,26
972,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man doing a pose is being watched by another man,3.9797463417053223,3.765000104904175,0.21474623680114746,0,1,False,22,11
990,"The man and the boy are standing at the bottom of the stairs, which are outdoors","The man and the boy are standing at the top of the stairs, which are outdoors",4.81993293762207,4.099999904632568,0.719933032989502,1,2,False,16,16
993,An adult is in the amphitheater and is talking to a boy,"The man and the boy are standing at the top of the stairs, which are outdoors",2.322396755218506,3.0,0.6776032447814941,0,0,True,12,16
995,"The man and the boy are standing at the bottom of the stairs, which are outdoors",An adult is in the amphitheater and is talking seriously to a boy,1.691080927848816,3.0,1.308919072151184,0,0,True,16,13
